Datum von;Datum bis;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Netzlast [MWh] Berechnete Auflösungen;Deutschland/Luxemburg [€/MWh] Originalauflösungen
01.12.2024 18:00;01.12.2024 19:00;20.952,50;9,75;8.072,75;60.257,50;121,51
01.12.2024 19:00;01.12.2024 20:00;22.441,00;8,50;8.299,00;59.445,25;110,23
01.12.2024 20:00;01.12.2024 21:00;23.457,50;8,00;7.948,50;57.521,25;91,35
01.12.2024 21:00;01.12.2024 22:00;23.837,25;7,25;7.643,00;56.084,00;84,36
01.12.2024 22:00;01.12.2024 23:00;22.912,25;6,50;7.297,75;54.804,00;96,98
01.12.2024 23:00;02.12.2024 00:00;22.699,00;6,50;7.097,75;52.316,75;85,00
02.01.2025 00:00;02.01.2025 01:00;37.737,50;8,50;3.563,50;44.101,50;2,55
02.01.2025 01:00;02.01.2025 02:00;36.230,75;6,50;3.346,50;42.051,75;1,56
02.01.2025 02:00;02.01.2025 03:00;34.086,00;6,00;3.390,75;41.234,50;3,45
02.01.2025 03:00;02.01.2025 04:00;32.543,75;6,50;3.488,75;41.547,50;7,02
02.01.2025 04:00;02.01.2025 05:00;30.886,25;6,00;4.083,50;42.063,00;12,75
02.01.2025 05:00;02.01.2025 06:00;29.820,00;6,00;5.120,25;44.061,75;30,07
02.01.2025 06:00;02.01.2025 07:00;28.246,00;6,25;6.210,00;49.523,00;67,13
02.01.2025 07:00;02.01.2025 08:00;25.102,25;8,25;7.606,00;53.621,50;98,83
02.01.2025 08:00;02.01.2025 09:00;22.035,50;191,50;8.599,75;57.052,00;121,53
02.01.2025 09:00;02.01.2025 10:00;18.455,50;1.609,00;9.233,50;59.258,50;127,23
02.01.2025 10:00;02.01.2025 11:00;15.182,00;4.077,75;10.122,25;59.896,00;126,35
02.01.2025 11:00;02.01.2025 12:00;12.916,00;6.173,00;10.174,75;60.934,25;119,97
02.01.2025 12:00;02.01.2025 13:00;11.792,50;6.704,75;10.159,00;61.626,75;115,95
02.01.2025 13:00;02.01.2025 14:00;11.863,75;5.859,25;10.060,00;61.145,50;113,90
02.01.2025 14:00;02.01.2025 15:00;11.327,50;3.569,25;10.082,75;59.869,50;122,21
02.01.2025 15:00;02.01.2025 16:00;11.582,00;1.084,25;10.234,00;59.600,50;130,11
02.01.2025 16:00;02.01.2025 17:00;12.834,50;53,00;10.444,75;60.662,50;138,59
02.01.2025 17:00;02.01.2025 18:00;14.678,00;22,50;10.464,75;62.803,50;152,87
02.01.2025 18:00;02.01.2025 19:00;15.957,75;25,75;10.894,00;62.897,00;152,94
02.01.2025 19:00;02.01.2025 20:00;17.922,50;17,50;11.081,00;61.916,00;139,15
02.01.2025 20:00;02.01.2025 21:00;18.922,00;8,00;10.892,25;58.895,00;130,00
02.01.2025 21:00;02.01.2025 22:00;18.811,75;6,00;9.812,75;56.334,00;119,78
02.01.2025 22:00;02.01.2025 23:00;18.384,25;7,75;9.462,00;54.131,00;113,42
02.01.2025 23:00;03.01.2025 00:00;18.797,50;7,50;8.611,75;50.779,75;82,47
02.02.2025 00:00;02.02.2025 01:00;4.526,75;8,00;8.539,25;46.481,25;133,26
02.02.2025 01:00;02.02.2025 02:00;4.014,50;9,25;7.445,00;44.998,75;126,91
02.02.2025 02:00;02.02.2025 03:00;3.796,00;7,00;7.063,75;44.298,25;122,99
02.02.2025 03:00;02.02.2025 04:00;3.545,50;7,00;6.787,25;44.512,25;120,66
02.02.2025 04:00;02.02.2025 05:00;3.244,25;7,25;6.868,75;44.263,00;122,34
02.02.2025 05:00;02.02.2025 06:00;2.766,00;7,00;6.999,75;44.210,75;123,41
02.02.2025 06:00;02.02.2025 07:00;2.492,50;7,25;7.229,00;44.382,25;128,09
02.02.2025 07:00;02.02.2025 08:00;2.443,75;34,75;7.806,00;45.850,00;135,90
02.02.2025 08:00;02.02.2025 09:00;2.452,50;2.190,00;7.907,25;49.055,50;137,30
02.02.2025 09:00;02.02.2025 10:00;2.202,25;8.903,00;7.781,00;52.115,00;137,70
02.02.2025 10:00;02.02.2025 11:00;1.645,75;16.335,00;7.200,75;54.942,50;130,04
02.02.2025 11:00;02.02.2025 12:00;1.086,75;21.585,00;6.908,00;56.486,00;129,33
02.02.2025 12:00;02.02.2025 13:00;774,00;23.280,50;6.670,25;55.294,25;122,24
02.02.2025 13:00;02.02.2025 14:00;575,75;22.090,75;6.630,75;52.998,75;111,88
02.02.2025 14:00;02.02.2025 15:00;433,00;18.043,75;6.942,25;51.132,75;116,42
02.02.2025 15:00;02.02.2025 16:00;396,00;10.776,25;8.809,25;50.548,75;127,97
02.02.2025 16:00;02.02.2025 17:00;528,75;2.950,75;11.602,00;51.649,50;151,21
02.02.2025 17:00;02.02.2025 18:00;963,25;84,75;12.278,00;55.883,50;164,03
02.02.2025 18:00;02.02.2025 19:00;1.450,25;11,50;12.563,75;58.427,50;172,49
02.02.2025 19:00;02.02.2025 20:00;1.628,50;10,25;12.576,25;57.045,75;173,95
02.02.2025 20:00;02.02.2025 21:00;1.654,75;9,00;12.517,75;54.831,75;165,50
02.02.2025 21:00;02.02.2025 22:00;1.593,00;10,25;11.914,00;53.312,50;155,77
02.02.2025 22:00;02.02.2025 23:00;1.445,00;8,75;11.194,75;52.643,75;148,44
02.02.2025 23:00;03.02.2025 00:00;1.209,25;7,25;10.135,25;50.477,50;133,24
02.03.2025 00:00;02.03.2025 01:00;7.613,00;12,25;8.248,50;45.612,00;123,94
02.03.2025 01:00;02.03.2025 02:00;7.598,75;8,75;7.372,00;44.037,50;107,54
02.03.2025 02:00;02.03.2025 03:00;7.796,00;10,00;7.284,75;43.038,00;99,32
02.03.2025 03:00;02.03.2025 04:00;8.202,50;7,00;7.001,00;43.112,00;93,01
02.03.2025 04:00;02.03.2025 05:00;8.400,50;8,00;7.119,25;43.775,00;94,23
02.03.2025 05:00;02.03.2025 06:00;8.688,75;7,75;7.345,00;43.601,25;93,98
02.03.2025 06:00;02.03.2025 07:00;8.934,25;15,00;7.279,50;44.125,00;95,89
02.03.2025 07:00;02.03.2025 08:00;8.308,75;1.798,00;7.216,75;45.525,75;102,60
02.03.2025 08:00;02.03.2025 09:00;7.376,00;9.484,00;6.709,25;48.366,00;103,11
02.03.2025 09:00;02.03.2025 10:00;6.531,50;19.389,75;5.797,75;51.778,50;89,00
02.03.2025 10:00;02.03.2025 11:00;5.638,75;27.553,00;4.284,25;53.222,00;68,30
02.03.2025 11:00;02.03.2025 12:00;5.164,75;34.134,50;3.624,00;54.346,00;49,00
02.03.2025 12:00;02.03.2025 13:00;4.626,00;37.037,00;3.492,50;53.189,75;27,50
02.03.2025 13:00;02.03.2025 14:00;4.201,50;35.702,00;3.454,50;50.471,75;3,13
02.03.2025 14:00;02.03.2025 15:00;4.718,00;30.665,75;3.441,50;48.556,50;2,84
02.03.2025 15:00;02.03.2025 16:00;6.293,00;23.068,50;3.694,25;48.314,75;50,73
02.03.2025 16:00;02.03.2025 17:00;6.553,50;12.354,25;5.291,25;49.095,00;80,43
02.03.2025 17:00;02.03.2025 18:00;6.325,00;2.414,50;7.396,75;52.769,25;126,55
02.03.2025 18:00;02.03.2025 19:00;6.839,50;51,25;8.136,25;55.784,75;143,09
02.03.2025 19:00;02.03.2025 20:00;7.986,00;13,75;8.224,50;55.973,75;146,10
02.03.2025 20:00;02.03.2025 21:00;8.783,50;14,25;8.264,50;53.745,25;132,98
02.03.2025 21:00;02.03.2025 22:00;9.576,25;15,25;8.058,75;52.547,50;120,00
02.03.2025 22:00;02.03.2025 23:00;9.748,00;15,00;7.835,25;51.882,50;120,79
02.03.2025 23:00;03.03.2025 00:00;10.049,25;11,00;7.250,75;49.875,75;112,78
02.04.2025 00:00;02.04.2025 01:00;22.474,50;6,00;4.101,25;45.719,50;68,06
02.04.2025 01:00;02.04.2025 02:00;21.344,50;6,25;4.085,75;43.933,50;66,93
02.04.2025 02:00;02.04.2025 03:00;20.318,75;6,75;4.035,25;43.296,00;66,80
02.04.2025 03:00;02.04.2025 04:00;19.887,00;6,00;4.083,25;43.676,00;67,97
02.04.2025 04:00;02.04.2025 05:00;19.364,50;6,00;4.241,75;44.898,00;68,90
02.04.2025 05:00;02.04.2025 06:00;18.853,00;7,50;5.044,50;48.993,50;82,18
02.04.2025 06:00;02.04.2025 07:00;18.966,75;43,25;5.711,25;56.321,00;113,84
02.04.2025 07:00;02.04.2025 08:00;17.766,25;2.256,00;6.021,75;60.837,75;150,31
02.04.2025 08:00;02.04.2025 09:00;14.371,75;10.541,75;5.930,25;63.138,25;124,70
02.04.2025 09:00;02.04.2025 10:00;11.067,25;22.287,00;4.717,25;63.273,50;84,74
02.04.2025 10:00;02.04.2025 11:00;10.253,00;32.837,00;3.005,00;61.522,00;48,38
02.04.2025 11:00;02.04.2025 12:00;9.820,75;40.242,75;2.783,25;60.809,00;0,00
02.04.2025 12:00;02.04.2025 13:00;8.030,00;42.310,50;2.703,25;59.657,75;-4,92
02.04.2025 13:00;02.04.2025 14:00;7.728,00;42.146,50;2.574,00;58.486,25;-20,06
02.04.2025 14:00;02.04.2025 15:00;11.519,25;39.627,25;2.452,75;56.692,75;-21,02
02.04.2025 15:00;02.04.2025 16:00;16.050,00;35.061,00;2.410,50;56.361,75;-10,00
02.04.2025 16:00;02.04.2025 17:00;20.153,00;27.805,00;2.417,50;56.163,00;-1,73
02.04.2025 17:00;02.04.2025 18:00;23.827,50;18.580,50;2.807,25;57.423,50;15,37
02.04.2025 18:00;02.04.2025 19:00;24.518,00;7.825,25;4.229,25;58.823,00;88,84
02.04.2025 19:00;02.04.2025 20:00;24.453,50;1.174,00;4.703,50;59.304,75;125,35
02.04.2025 20:00;02.04.2025 21:00;26.167,00;20,75;4.802,25;59.239,00;114,00
02.04.2025 21:00;02.04.2025 22:00;27.603,25;9,75;4.673,25;56.511,25;96,07
02.04.2025 22:00;02.04.2025 23:00;26.580,75;8,75;4.676,50;52.724,75;82,63
02.04.2025 23:00;03.04.2025 00:00;25.760,00;6,25;4.024,00;49.259,00;71,43
02.05.2025 00:00;02.05.2025 01:00;8.838,00;0,00;3.952,00;38.024,50;89,92
02.05.2025 01:00;02.05.2025 02:00;9.627,75;0,00;3.395,75;36.455,50;77,12
02.05.2025 02:00;02.05.2025 03:00;10.326,00;0,00;3.209,75;36.192,50;66,90
02.05.2025 03:00;02.05.2025 04:00;11.192,50;0,00;3.045,00;36.055,75;63,91
02.05.2025 04:00;02.05.2025 05:00;11.125,00;0,00;3.036,25;36.975,25;66,00
02.05.2025 05:00;02.05.2025 06:00;11.094,00;33,50;3.404,25;39.465,75;74,01
02.05.2025 06:00;02.05.2025 07:00;10.809,25;1.782,25;3.560,50;44.109,50;86,83
02.05.2025 07:00;02.05.2025 08:00;9.951,00;8.175,75;3.575,00;47.967,50;88,55
02.05.2025 08:00;02.05.2025 09:00;8.297,75;18.408,50;2.817,00;51.270,25;84,90
02.05.2025 09:00;02.05.2025 10:00;4.902,50;28.173,75;2.447,00;51.593,75;55,00
02.05.2025 10:00;02.05.2025 11:00;3.576,25;35.862,00;2.363,75;50.924,50;0,85
02.05.2025 11:00;02.05.2025 12:00;3.741,50;40.732,25;1.942,50;50.050,50;-0,01
02.05.2025 12:00;02.05.2025 13:00;5.767,25;41.774,50;1.985,00;50.571,25;-0,80
02.05.2025 13:00;02.05.2025 14:00;9.020,75;40.101,25;2.029,25;49.517,00;-3,00
02.05.2025 14:00;02.05.2025 15:00;11.571,00;36.021,50;1.879,75;47.965,25;-4,00
02.05.2025 15:00;02.05.2025 16:00;11.718,25;31.644,00;1.643,50;47.675,50;-0,08
02.05.2025 16:00;02.05.2025 17:00;11.241,75;27.076,50;1.648,50;47.725,25;0,30
02.05.2025 17:00;02.05.2025 18:00;10.948,75;19.308,50;2.132,00;49.392,50;67,50
02.05.2025 18:00;02.05.2025 19:00;10.314,75;10.198,50;3.406,75;50.484,25;99,90
02.05.2025 19:00;02.05.2025 20:00;8.814,75;3.523,75;4.620,25;50.452,75;118,39
02.05.2025 20:00;02.05.2025 21:00;7.508,75;407,00;4.892,25;48.919,50;150,40
02.05.2025 21:00;02.05.2025 22:00;6.178,25;6,50;4.931,75;48.004,00;121,24
02.05.2025 22:00;02.05.2025 23:00;5.663,75;5,50;4.621,75;45.878,50;106,72
02.05.2025 23:00;03.05.2025 00:00;5.670,75;0,00;4.590,25;42.600,75;96,44
02.06.2025 00:00;02.06.2025 01:00;6.935,25;0,00;4.372,25;40.144,50;81,76
02.06.2025 01:00;02.06.2025 02:00;6.350,75;0,00;4.311,75;38.873,75;75,31
02.06.2025 02:00;02.06.2025 03:00;6.055,25;0,00;4.294,25;38.401,25;75,00
02.06.2025 03:00;02.06.2025 04:00;6.178,25;0,00;4.036,00;38.716,50;77,75
02.06.2025 04:00;02.06.2025 05:00;6.789,50;4,50;4.291,50;39.699,75;83,05
02.06.2025 05:00;02.06.2025 06:00;7.845,50;471,50;4.640,25;42.982,75;91,93
02.06.2025 06:00;02.06.2025 07:00;7.594,50;3.194,25;5.041,50;50.315,00;108,15
02.06.2025 07:00;02.06.2025 08:00;6.029,50;8.182,75;5.304,00;55.695,25;117,90
02.06.2025 08:00;02.06.2025 09:00;4.708,50;14.561,25;4.936,50;58.367,00;102,36
02.06.2025 09:00;02.06.2025 10:00;4.794,00;20.536,50;3.014,25;59.085,50;85,60
02.06.2025 10:00;02.06.2025 11:00;5.777,00;25.604,25;1.982,75;59.406,00;57,47
02.06.2025 11:00;02.06.2025 12:00;7.019,25;28.670,25;1.841,75;60.073,75;33,21
02.06.2025 12:00;02.06.2025 13:00;8.175,25;28.592,75;1.815,25;60.373,75;20,00
02.06.2025 13:00;02.06.2025 14:00;9.754,25;27.918,00;1.800,75;59.267,25;12,78
02.06.2025 14:00;02.06.2025 15:00;10.386,25;27.010,50;1.823,75;57.953,00;11,00
02.06.2025 15:00;02.06.2025 16:00;10.478,25;24.191,50;1.911,00;57.772,75;19,75
02.06.2025 16:00;02.06.2025 17:00;10.364,00;20.364,75;2.257,75;56.940,50;55,84
02.06.2025 17:00;02.06.2025 18:00;8.819,50;15.234,00;4.147,50;57.426,25;82,80
02.06.2025 18:00;02.06.2025 19:00;6.840,00;10.041,00;6.169,50;57.160,25;94,95
02.06.2025 19:00;02.06.2025 20:00;5.100,75;5.070,50;8.151,25;56.447,00;109,32
02.06.2025 20:00;02.06.2025 21:00;4.003,50;1.762,50;9.073,50;54.087,50;195,91
02.06.2025 21:00;02.06.2025 22:00;3.439,50;121,25;9.252,75;51.673,50;245,37
02.06.2025 22:00;02.06.2025 23:00;3.136,75;0,50;8.999,75;49.652,75;141,66
02.06.2025 23:00;03.06.2025 00:00;2.935,00;0,00;8.417,75;46.790,00;110,04
02.07.2024 00:00;02.07.2024 01:00;8.773,50;3,00;3.774,00;43.656,00;81,59
02.07.2024 01:00;02.07.2024 02:00;9.117,00;2,50;3.493,25;42.457,00;79,93
02.07.2024 02:00;02.07.2024 03:00;9.169,00;2,00;3.335,00;41.877,25;82,07
02.07.2024 03:00;02.07.2024 04:00;8.864,00;2,50;3.267,25;42.179,50;80,95
02.07.2024 04:00;02.07.2024 05:00;8.614,00;5,25;3.312,50;42.846,75;81,99
02.07.2024 05:00;02.07.2024 06:00;8.784,75;341,00;3.437,00;45.209,25;81,99
02.07.2024 06:00;02.07.2024 07:00;8.382,25;2.489,75;3.939,75;51.953,25;96,50
02.07.2024 07:00;02.07.2024 08:00;7.601,00;6.477,00;3.939,00;57.017,50;100,69
02.07.2024 08:00;02.07.2024 09:00;7.213,25;11.598,00;3.880,75;59.642,50;101,27
02.07.2024 09:00;02.07.2024 10:00;8.120,25;16.367,50;3.781,75;61.292,75;87,50
02.07.2024 10:00;02.07.2024 11:00;9.687,75;17.876,75;3.048,50;62.237,25;83,11
02.07.2024 11:00;02.07.2024 12:00;10.833,50;17.397,75;2.880,00;62.711,25;74,56
02.07.2024 12:00;02.07.2024 13:00;11.692,25;18.351,00;2.896,75;63.340,75;72,72
02.07.2024 13:00;02.07.2024 14:00;12.930,50;18.374,50;2.803,00;62.485,75;69,16
02.07.2024 14:00;02.07.2024 15:00;14.443,50;16.948,00;2.425,00;61.604,75;60,93
02.07.2024 15:00;02.07.2024 16:00;15.371,00;14.530,00;2.409,75;60.314,75;62,73
02.07.2024 16:00;02.07.2024 17:00;15.575,25;11.993,00;2.470,00;58.913,50;74,22
02.07.2024 17:00;02.07.2024 18:00;15.605,25;8.889,50;2.726,75;59.486,75;75,90
02.07.2024 18:00;02.07.2024 19:00;14.325,75;5.620,00;3.528,75;59.614,00;84,79
02.07.2024 19:00;02.07.2024 20:00;13.243,25;3.030,50;3.977,00;58.265,00;103,63
02.07.2024 20:00;02.07.2024 21:00;12.085,50;953,50;4.063,25;55.866,00;115,00
02.07.2024 21:00;02.07.2024 22:00;11.191,75;82,25;4.063,50;53.424,00;109,96
02.07.2024 22:00;02.07.2024 23:00;9.804,75;3,75;4.039,50;51.226,50;109,05
02.07.2024 23:00;03.07.2024 00:00;9.597,50;8,75;3.983,25;47.640,75;86,00
02.08.2024 00:00;02.08.2024 01:00;4.943,75;9,75;6.389,00;43.758,25;93,93
02.08.2024 01:00;02.08.2024 02:00;4.824,50;4,25;6.273,00;42.127,25;89,17
02.08.2024 02:00;02.08.2024 03:00;4.548,25;2,00;6.107,50;41.673,25;88,11
02.08.2024 03:00;02.08.2024 04:00;4.257,25;5,25;6.066,50;41.281,50;82,97
02.08.2024 04:00;02.08.2024 05:00;4.215,75;2,00;6.133,75;41.738,75;86,95
02.08.2024 05:00;02.08.2024 06:00;4.710,00;19,25;6.418,50;44.474,25;96,61
02.08.2024 06:00;02.08.2024 07:00;5.343,75;710,75;7.479,75;49.862,75;110,75
02.08.2024 07:00;02.08.2024 08:00;5.157,75;3.392,75;7.831,25;54.380,75;121,38
02.08.2024 08:00;02.08.2024 09:00;4.408,00;7.770,75;7.902,50;57.552,25;113,19
02.08.2024 09:00;02.08.2024 10:00;3.817,75;12.822,00;6.446,50;58.240,75;104,42
02.08.2024 10:00;02.08.2024 11:00;3.331,00;18.138,25;3.916,25;59.063,00;91,68
02.08.2024 11:00;02.08.2024 12:00;3.124,50;23.358,00;3.533,50;59.645,25;77,69
02.08.2024 12:00;02.08.2024 13:00;2.694,00;26.645,50;2.988,75;59.030,00;73,58
02.08.2024 13:00;02.08.2024 14:00;2.157,00;28.803,00;2.957,25;56.457,25;61,94
02.08.2024 14:00;02.08.2024 15:00;1.838,25;29.469,50;2.725,25;54.607,75;53,44
02.08.2024 15:00;02.08.2024 16:00;1.656,50;28.325,50;2.731,25;54.243,00;50,58
02.08.2024 16:00;02.08.2024 17:00;1.500,75;24.950,25;2.830,00;53.481,50;65,42
02.08.2024 17:00;02.08.2024 18:00;1.416,00;19.699,25;3.505,00;53.521,25;77,69
02.08.2024 18:00;02.08.2024 19:00;1.293,25;12.252,50;5.882,50;53.867,00;102,22
02.08.2024 19:00;02.08.2024 20:00;1.187,25;4.792,75;7.430,00;52.746,75;128,49
02.08.2024 20:00;02.08.2024 21:00;1.094,75;886,75;7.768,00;50.874,75;146,19
02.08.2024 21:00;02.08.2024 22:00;1.194,00;19,00;7.555,25;49.210,25;121,66
02.08.2024 22:00;02.08.2024 23:00;1.136,75;7,75;7.170,00;46.752,50;114,42
02.08.2024 23:00;03.08.2024 00:00;1.113,50;3,00;6.024,00;43.757,75;99,01
02.09.2024 00:00;02.09.2024 01:00;12.880,25;12,25;5.713,25;41.216,75;91,24
02.09.2024 01:00;02.09.2024 02:00;11.383,00;10,75;5.357,75;39.944,75;94,77
02.09.2024 02:00;02.09.2024 03:00;10.269,25;8,00;5.024,75;39.000,75;92,39
02.09.2024 03:00;02.09.2024 04:00;9.286,50;11,25;4.862,50;39.023,25;92,51
02.09.2024 04:00;02.09.2024 05:00;8.620,25;12,00;4.890,75;39.687,50;91,59
02.09.2024 05:00;02.09.2024 06:00;8.060,75;12,25;5.559,75;43.509,50;101,52
02.09.2024 06:00;02.09.2024 07:00;8.024,25;191,25;7.358,50;50.991,50;114,73
02.09.2024 07:00;02.09.2024 08:00;7.372,00;3.030,50;7.813,25;55.516,25;134,95
02.09.2024 08:00;02.09.2024 09:00;5.436,50;9.647,00;8.190,00;58.952,75;131,94
02.09.2024 09:00;02.09.2024 10:00;3.240,00;17.517,00;7.826,50;59.877,25;122,64
02.09.2024 10:00;02.09.2024 11:00;3.006,50;24.816,25;6.092,50;61.024,50;102,83
02.09.2024 11:00;02.09.2024 12:00;4.368,00;29.682,00;4.670,25;61.676,25;90,82
02.09.2024 12:00;02.09.2024 13:00;5.025,50;32.898,00;4.401,25;61.493,50;85,05
02.09.2024 13:00;02.09.2024 14:00;4.366,25;34.844,75;3.687,00;60.456,25;81,19
02.09.2024 14:00;02.09.2024 15:00;4.252,00;34.731,00;3.554,00;58.661,50;83,63
02.09.2024 15:00;02.09.2024 16:00;3.920,50;31.523,00;3.910,25;58.486,50;88,24
02.09.2024 16:00;02.09.2024 17:00;4.007,25;24.291,00;5.046,75;57.049,25;93,63
02.09.2024 17:00;02.09.2024 18:00;4.439,50;14.616,00;7.465,50;57.992,25;112,88
02.09.2024 18:00;02.09.2024 19:00;4.679,25;5.833,00;9.794,00;58.841,00;137,78
02.09.2024 19:00;02.09.2024 20:00;5.797,75;986,00;10.285,25;58.853,75;255,40
02.09.2024 20:00;02.09.2024 21:00;7.927,50;24,50;10.110,75;58.692,50;212,06
02.09.2024 21:00;02.09.2024 22:00;9.760,00;10,25;9.825,00;55.741,25;131,90
02.09.2024 22:00;02.09.2024 23:00;9.346,75;4,25;9.580,00;51.314,50;114,24
02.09.2024 23:00;03.09.2024 00:00;8.432,25;3,25;8.992,00;48.202,25;103,84
02.10.2024 00:00;02.10.2024 01:00;7.623,50;17,00;3.894,25;44.760,50;85,44
02.10.2024 01:00;02.10.2024 02:00;7.322,50;15,00;3.910,50;43.370,00;80,88
02.10.2024 02:00;02.10.2024 03:00;7.444,00;17,75;3.982,75;42.997,25;77,09
02.10.2024 03:00;02.10.2024 04:00;7.614,50;21,25;3.927,50;43.516,50;74,93
02.10.2024 04:00;02.10.2024 05:00;7.859,50;19,50;4.098,00;44.322,75;77,14
02.10.2024 05:00;02.10.2024 06:00;7.992,75;16,50;4.544,75;47.082,00;81,10
02.10.2024 06:00;02.10.2024 07:00;8.845,25;14,00;5.603,25;54.907,75;96,53
02.10.2024 07:00;02.10.2024 08:00;9.386,25;160,00;6.297,00;59.691,00;118,83
02.10.2024 08:00;02.10.2024 09:00;9.593,25;1.794,25;6.658,00;62.068,00;135,70
02.10.2024 09:00;02.10.2024 10:00;9.640,50;4.933,25;6.179,00;62.808,50;117,59
02.10.2024 10:00;02.10.2024 11:00;9.753,00;8.553,25;5.456,25;63.555,50;103,21
02.10.2024 11:00;02.10.2024 12:00;10.178,25;11.954,25;4.598,75;63.931,75;96,52
02.10.2024 12:00;02.10.2024 13:00;10.355,00;13.816,00;4.654,50;63.961,75;90,45
02.10.2024 13:00;02.10.2024 14:00;10.196,00;14.336,00;4.573,25;63.031,00;86,44
02.10.2024 14:00;02.10.2024 15:00;10.245,25;13.960,75;4.686,50;61.059,50;78,87
02.10.2024 15:00;02.10.2024 16:00;10.038,75;12.134,25;4.506,75;59.390,50;82,07
02.10.2024 16:00;02.10.2024 17:00;9.869,25;8.711,50;4.451,50;57.737,00;81,51
02.10.2024 17:00;02.10.2024 18:00;9.177,75;4.144,00;4.230,50;57.763,75;100,10
02.10.2024 18:00;02.10.2024 19:00;8.672,50;676,25;4.939,25;58.733,25;117,01
02.10.2024 19:00;02.10.2024 20:00;9.511,75;38,25;5.092,50;59.726,00;130,07
02.10.2024 20:00;02.10.2024 21:00;10.420,25;22,25;4.606,25;56.792,50;114,37
02.10.2024 21:00;02.10.2024 22:00;11.249,75;17,25;3.771,75;53.219,00;96,54
02.10.2024 22:00;02.10.2024 23:00;11.217,00;18,00;3.181,75;49.138,25;93,30
02.10.2024 23:00;03.10.2024 00:00;11.362,25;14,25;2.734,75;45.385,50;85,00
02.11.2024 00:00;02.11.2024 01:00;12.080,75;12,75;3.883,50;43.180,75;95,75
02.11.2024 01:00;02.11.2024 02:00;10.595,50;13,25;3.937,50;41.090,25;91,31
02.11.2024 02:00;02.11.2024 03:00;9.452,50;13,50;3.851,00;40.090,25;88,76
02.11.2024 03:00;02.11.2024 04:00;9.100,75;14,00;3.807,50;40.041,25;86,00
02.11.2024 04:00;02.11.2024 05:00;8.725,25;10,50;3.696,25;40.958,00;86,85
02.11.2024 05:00;02.11.2024 06:00;8.178,50;9,75;4.002,25;41.098,25;92,13
02.11.2024 06:00;02.11.2024 07:00;7.334,00;10,75;4.081,50;42.429,00;96,97
02.11.2024 07:00;02.11.2024 08:00;6.437,75;408,75;4.050,25;44.227,50;100,11
02.11.2024 08:00;02.11.2024 09:00;4.869,25;3.146,50;3.903,25;47.667,50;101,16
02.11.2024 09:00;02.11.2024 10:00;2.829,25;7.590,50;4.022,00;50.037,25;109,64
02.11.2024 10:00;02.11.2024 11:00;1.819,00;11.605,50;3.805,75;51.361,75;91,19
02.11.2024 11:00;02.11.2024 12:00;1.401,00;13.525,50;3.478,00;53.186,75;94,44
02.11.2024 12:00;02.11.2024 13:00;1.343,25;12.855,25;3.687,00;53.147,25;88,68
02.11.2024 13:00;02.11.2024 14:00;1.456,50;10.741,50;4.667,75;51.697,50;91,51
02.11.2024 14:00;02.11.2024 15:00;1.543,25;7.514,25;6.162,75;50.948,25;103,42
02.11.2024 15:00;02.11.2024 16:00;1.601,00;3.532,75;8.083,75;50.223,25;122,30
02.11.2024 16:00;02.11.2024 17:00;1.984,00;481,75;8.732,00;51.130,75;137,61
02.11.2024 17:00;02.11.2024 18:00;2.560,75;37,50;8.870,25;54.111,50;158,56
02.11.2024 18:00;02.11.2024 19:00;3.011,25;21,00;8.900,75;54.814,25;149,92
02.11.2024 19:00;02.11.2024 20:00;3.244,00;11,75;8.709,25;52.947,75;134,96
02.11.2024 20:00;02.11.2024 21:00;3.440,75;8,50;8.597,50;49.610,75;122,79
02.11.2024 21:00;02.11.2024 22:00;3.559,75;6,75;7.935,75;47.551,75;111,26
02.11.2024 22:00;02.11.2024 23:00;3.706,25;6,75;6.643,50;45.846,50;106,28
02.11.2024 23:00;03.11.2024 00:00;3.662,75;6,00;5.097,75;43.878,75;100,61
02.12.2024 00:00;02.12.2024 01:00;22.238,50;7,25;6.971,25;49.567,25;74,77
02.12.2024 01:00;02.12.2024 02:00;21.720,50;6,50;6.961,75;48.186,75;65,78
02.12.2024 02:00;02.12.2024 03:00;21.031,25;6,75;6.762,25;47.860,50;61,17
02.12.2024 03:00;02.12.2024 04:00;20.206,50;6,25;6.628,25;48.031,00;46,44
02.12.2024 04:00;02.12.2024 05:00;20.185,75;7,25;6.683,25;49.697,00;50,21
02.12.2024 05:00;02.12.2024 06:00;19.966,25;6,50;7.601,00;53.391,50;69,53
02.12.2024 06:00;02.12.2024 07:00;20.343,50;7,75;9.026,75;60.206,00;92,08
02.12.2024 07:00;02.12.2024 08:00;20.133,25;16,00;10.243,00;66.588,00;125,25
02.12.2024 08:00;02.12.2024 09:00;20.314,25;639,50;11.512,50;69.483,25;125,20
02.12.2024 09:00;02.12.2024 10:00;19.875,25;2.385,00;12.009,25;69.865,50;123,63
02.12.2024 10:00;02.12.2024 11:00;19.296,25;4.404,25;12.458,75;70.129,00;121,27
02.12.2024 11:00;02.12.2024 12:00;18.622,25;5.953,50;12.825,25;70.699,25;115,80
02.12.2024 12:00;02.12.2024 13:00;17.872,25;6.213,75;13.139,00;70.461,25;115,09
